AÑO,"SOURCE","TARGET","ESTADO"
"2013","San diego state U.","U. Autonoma del caribe- uniautonoma","norte "
"2013","Southern illinois U. Edwardsville","U. Del atlantico","cucuta"
"2013","Woods  hole  oceanographic institution","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2013","Purdue U.","U. Nal. De Col.","cucuta"
"2013","Temple U.","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2013","Colorado state U.","U. Nal. De Col.","cucuta"
"2013","Texas a&m U.","U. Del valle","norte "
"2013","Georgia institute of technology - main campus","U. Autonoma de occidente","cucuta"
"2013","Cornell U.","U. De los andes","norte "
"2013","U. Of minnesota medical center - fairview","U. Eafit-","cucuta"
"2013","Tulane U.","U. De los andes","norte "
"2013","Michigan state U.","Fundacion U. De america","cucuta"
"2013","Washington state U.","Fundacion U. De america","norte "
"2013","Purdue U.","U. Industrial de std","cucuta"
"2013","Clemson U.","U. Del valle","norte "
"2013","U. Of massachusetts amherst","U. De antioquia","cucuta"
"2013","U. Of florida","U. Eafit-","norte "
"2013","U. Of florida","U. Militar-nueva granada","cucuta"
"2013","Virginia polytechnic institute and state U.","U. Nal. De Col.","norte "
"2013","Georgia institute of technology - main campus","U. De los andes","cucuta"
"2013","Purdue U.","U. Distrital-francisco jose de caldas","norte "
"2013","U. Of california, berkeley","U. Nal. De Col.","cucuta"
"2013","U. Of texas at austin","U. De la sabana","norte "
"2013","Carnegie mellon U.","U. De los andes","cucuta"
"2013","U. Of missouri - columbia","U. Eafit-","norte "
"2013","U. Of chicago","U. De los andes","cucuta"
"2013","Columbia U. In the city of new york","U. De los andes","norte "
"2013","Harvard U.","U. De los andes","cucuta"
"2013","Columbia U. In the city of new york","U. De los andes","norte "
"2013","U. Of arkansas, fayetteville","U. Icesi","cucuta"
"2013","U. Of delaware","U. Pontificia bolivariana","norte "
"2013","U. Of california, berkeley","U. Javeriana","cucuta"
"2013","Ohio state U.","U. Del cauca","norte "
"2013","Florida state U.","U. Del cauca","cucuta"
"2013","U. Of california - davis","U. Eafit-","norte "
"2013","Wilson college","U. Nal. De Col.","cucuta"
"2013","Austin college","U. Nal. De Col.","norte "
"2013","Emerson college","U. Nal. De Col.","cucuta"
"2013","Southern illinois U. Carbondale","U. Industrial de std","norte "
"2013","Pennsylvania state U.","U. De antioquia","cucuta"
"2013","Cornell U.","U. Nal. De Col.","norte "
"2013","U. Of illinois at urbana-champaign","U. Del valle","cucuta"
"2013","U. Of virginia","U. De los andes","norte "
"2013","Willamette U.","U. De antioquia","cucuta"
"2013","South dakota state U.","U. De la amazonia","norte "
"2013","Harvard U.","U. Del valle","cucuta"
"2013","Suny at binghamton","U. Industrial de std","norte "
"2013","North carolina state U.","U. De los andes","cucuta"
"2013","Purdue U.","Escuela de ingenieria de antioquia eia","norte "
"2013","U. Of minnesota medical center - fairview","U. Tecnologica de bolivar","cucuta"
"2013","U. Of illinois at urbana-champaign","U. Industrial de std","norte "
"2013","U. Of arkansas, fayetteville","U. Del valle","cucuta"
"2013","Rutgers, the state U. Of new jersey","U. Eafit-","norte "
"2013","Harvard U.","U. De los andes","cucuta"
"2013","U. Of california, berkeley","U. Externado de Col.","norte "
"2013","Georgetown U.","U. De los andes","cucuta"
"2013","American U.","U. Nal. De Col.","norte "
"2013","New york U.","U. De los andes","cucuta"
"2013","U. Of notre dame","U. Eafit-","norte "
"2013","Oregon state U.","Fundacion U. De bogota - jorge tadeo lozano","cucuta"
"2013","U. Of north carolina at wilmington","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2013","New york U.","U. Distrital-francisco jose de caldas","cucuta"
"2013","U. Of michigan - ann arbor","U. Del atlantico","norte "
"2013","Case western reserve U.","U. De los andes","cucuta"
"2013","U. Of california, berkeley","U. Nal. De Col.","norte "
"2013","U. Of pittsburgh - main campus","U. Eafit-","cucuta"
"2013","Catholic U. Of america","U. De antioquia","norte "
"2013","U. Of oregon","U. Autonoma de occidente","cucuta"
"2013","Temple U.","Escuela de ingenieria de antioquia eia","norte "
"2013","U. Of maryland - college park","U. De los andes","cucuta"
"2013","New york U.","U. Javeriana","norte "
"2013","Ohio state U.","U. Eafit-","cucuta"
"2013","Rice U.","U. De los andes","norte "
"2013","Loyola U. Of chicago","U. De los andes","cucuta"
"2013","Florida international U.","U. Del cauca","norte "
"2013","U. Of illinois at chicago","U. Javeriana","cucuta"
"2013","U. Of minnesota - twin cities","Escuela nal. De policía general std","norte "
"2013","U. Of pittsburgh - main campus","U. Nal. De Col.","cucuta"
"2013","New york U.","U. Javeriana","norte "
"2013","Washington state U.","U. Pedagogica y tecnologica de Col. - uptc","cucuta"
"2013","Purdue U.","U. Popular del cesar","norte "
"2013","U. Of arizona","U. SurCol.","cucuta"
"2013","Southern illinois U. Carbondale","U. Tecnologica de bolivar","norte "
"2013","Gardner-webb U.","U. Del atlantico","cucuta"
"2013","School of the art institute of chicago","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2013","Suny at buffalo","U. Javeriana","cucuta"
"2013","The new school","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2013","Otis college of art and design","U. Nal. De Col.","cucuta"
"2013","North dakota state U. - main campus","U. Javeriana","norte "
"2014","U. Of california - davis","U. Nal. De Col.","cucuta"
"2014","Cornell U.","U. Nal. De Col.","norte "
"2014","Suny at binghamton","U. De los andes","cucuta"
"2014","Cornell U.","U. Nal. De Col.","norte "
"2014","U. Of massachusetts amherst","U. Nal. De Col.","cucuta"
"2014","Columbia U. In the city of new york","U. De los andes","norte "
"2014","Harvard U.","U. De los andes","cucuta"
"2014","Pennsylvania state U.","U. Nal. De Col.","norte "
"2014","Antioch college","U. Distrital-francisco jose de caldas","cucuta"
"2014","Georgia institute of technology - main campus","U. Of central florida","norte "
"2014","San francisco state U.","U. Javeriana","cucuta"
"2014","Suny stony brook","Universitat de barcelona","norte "
"2014","Tompkins cortland community college","Occidental college","cucuta"
"2014","U. Of california - davis","U. Militar-nueva granada","norte "
"2014","U. Of pittsburgh - main campus","Escuela de ingenieria de antioquia eia","cucuta"
"2014","Columbia U. In the city of new york","Colegio de estudios superiores de administracion-cesa-","norte "
"2014","U. Of illinois at chicago","U. Pontificia bolivariana","cucuta"
"2014","Carnegie mellon U.","U. Pontificia bolivariana","norte "
"2014","U. Of texas at austin","U. De los andes","cucuta"
"2014","U. Of wisconsin - madison","U. Nal. De Col.","norte "
"2014","U. Of georgia","U. De los andes","cucuta"
"2014","Washington state U.","U. Industrial de std","norte "
"2014","Ohio state U.","U. Industrial de std","cucuta"
"2014","U. Of north carolina at chapel hill","U. De los andes","norte "
"2014","Ohio U. - main campus","U. Del norte","cucuta"
"2014","U. Of california - san diego","U. Nal. De Col.","norte "
"2014","Georgetown U.","U. Nal. De Col.","cucuta"
"2014","U. Of kansas","U. Autonoma de bucaramanga-unab-","norte "
"2014","Georgia institute of technology - main campus","U. Del valle","cucuta"
"2014","U. Of pittsburgh - main campus","U. Del norte","norte "
"2014","Rice U.","U. De san buenaventura","cucuta"
"2014","U. Of delaware","U. Del valle","norte "
"2014","U. Of st. Thomas","U. Tecnologica del choco-diego luis cordoba","cucuta"
"2014","Ursinus college","U. Industrial de std","norte "
"2014","Pennsylvania state U.","U. Pontificia bolivariana","cucuta"
"2014","Stevens institute of technology","U. Externado de Col.","norte "
"2014","The new school","U. Distrital-francisco jose de caldas","cucuta"
"2014","Columbia U. In the city of new york","U. De los andes","norte "
"2014","Florida international U.","U. Nal. De Col.","cucuta"
"2014","U. Of florida","U. Nal. De Col.","norte "
"2014","Pennsylvania state U.","U. Del valle","cucuta"
"2014","U. Of arkansas at monticello","U. Pedagogica nal.","norte "
"2014","U. Of central florida","U. De la sabana","cucuta"
"2014","U. Of pennsylvania","U. Nal. De Col.","norte "
"2014","U. Of louisville","U. Icesi","cucuta"
"2014","Rice U.","U. Eafit-","norte "
"2014","U. Of south carolina - columbia","Fundacion universitaria esumer","cucuta"
"2014","U. Of notre dame","U. SurCol.","norte "
"2014","U. Of chicago","U. De los andes","cucuta"
"2014","Tufts U.","U. De los andes","norte "
"2014","Georgetown U.","U. Nal. De Col.","cucuta"
"2014","U. Of massachusetts amherst","U. De caldas","norte "
"2014","Tulane U.","U. Nal. De Col.","cucuta"
"2014","Northwestern U.","U. Javeriana","norte "
"2014","U. Of maryland - college park","U. De los andes","cucuta"
"2014","The college of wooster","U. Del quindio","norte "
"2014","Manhattan school of music","U. De los andes","cucuta"
"2014","Columbia college","U. Javeriana","norte "
"2014","Ohio state U.","Corporacion U. Piloto de Col.","cucuta"
"2014","Texas a&m U.","U. Nal. De Col.","norte "
"2014","Johns hopkins U.","U. De cartagena","cucuta"
"2014","Harvard U.","U. De antioquia","norte "
"2014","Columbia U. In the city of new york","U. De los andes","cucuta"
"2014","Michigan state U.","U. Pedagogica y tecnologica de Col. - uptc","norte "
"2014","Oregon state U.","U. Javeriana","cucuta"
"2014","Purdue U.","U. Nal. De Col.","norte "
"2014","U. Of minnesota medical center - fairview","U. Nal. De Col.","cucuta"
"2014","Florida international U.","U. Del valle","norte "
"2014","Georgetown U.","U. Nal. De Col.","cucuta"
"2014","U. Of florida","U. Del norte","norte "
"2014","Southern illinois U. Carbondale","U. Pedagogica nal.","cucuta"
"2014","U. Of minnesota medical center - fairview","U. De medellin","norte "
"2015","U. Of nebraska - lincoln","U. De antioquia","cucuta"
"2015","Cornell U.","U. Nal. De Col.","norte "
"2015","U. Of california, berkeley","U. Nal. De Col.","cucuta"
"2015","U. Of maryland - college park","U. Nal. De Col.","norte "
"2015","Cooper union","U. De los andes","cucuta"
"2015","California college of the arts","U. De los andes","norte "
"2015","Hollins U.","U. Pedagogica nal.","cucuta"
"2015","U. Of arkansas at monticello","U. Distrital-francisco jose de caldas","norte "
"2015","Michigan state U.","Institucion universitaria colombo americana - unica","cucuta"
"2015","City college of new york of the city U. Of new york, the","U. De los andes","norte "
"2015","U. Of california - los angeles","U. Militar-nueva granada","cucuta"
"2015","Michigan state U.","U. Militar-nueva granada","norte "
"2015","Boston U.","U. Del valle","cucuta"
"2015","Massachusetts institute of technology","U. Pontificia bolivariana","norte "
"2015","U. Of kansas","U. De los andes","cucuta"
"2015","U. Of maryland - college park","U. De los andes","norte "
"2015","U. Of california, berkeley","U. De los andes","cucuta"
"2015","U. Of nevada - reno","U. Industrial de std","norte "
"2015","U. Of nebraska - lincoln","U. De antioquia","cucuta"
"2015","Florida atlantic U.","U. De la sabana","norte "
"2015","Georgetown U.","U. De cartagena","cucuta"
"2015","Emory U.","U. Icesi","norte "
"2015","New york U.","U. De los andes","cucuta"
"2015","U. Of missouri - columbia","U. Eafit-","norte "
"2015","U. Of massachusetts amherst","U. Eafit-","cucuta"
"2015","U. Of georgia","U. Tecnologica de bolivar","norte "
"2015","Columbia U. In the city of new york","U. Del rosario","cucuta"
"2015","Castleton state college","U. De caldas","norte "
"2015","Pacific U.","U. De nariño","cucuta"
"2015","The U. Of texas at dallas","U. Del norte","norte "
"2015","Auburn U. Main campus","U. De los andes","cucuta"
"2015","Michigan state U.","U. Nal. De Col.","norte "
"2015","U. Of illinois at urbana-champaign","U. Tecnologica de pereira - utp","cucuta"
"2015","U. Of massachusetts amherst","U. Distrital-francisco jose de caldas","norte "
"2015","U. Of delaware","U. Distrital-francisco jose de caldas","cucuta"
"2015","Rhode island school of design","U. Nal. De Col.","norte "
"2015","Temple U.","U. Nal. De Col.","cucuta"
"2015","Bard college","U. Del valle","norte "
"2015","Georgetown U.","U. Nal. De Col.","cucuta"
"2015","City college of new york of the city U. Of new york, the","Fundacion U. De bogota - jorge tadeo lozano","norte "
"2015","Savannah college of art and design","U. Icesi","cucuta"
"2015","Northeastern U.","U. De antioquia","norte "
"2015","U. Of wisconsin - madison","U. Del rosario","cucuta"
"2015","U. Of california, berkeley","U. De los andes","norte "
"2015","U. Of texas at austin","U. Nal. De Col.","cucuta"
"2015","U. Of california - davis","U. Nal. De Col.","norte "
"2015","U. Of chicago","U. Eafit-","cucuta"
"2015","Harvard U.","U. Javeriana","norte "
"2015","Georgetown U.","U. De los andes","cucuta"
"2015","U. Of illinois at urbana-champaign","U. Distrital-francisco jose de caldas","norte "
"2015","Ohio state U.","U. Nal. De Col.","cucuta"
"2015","U. Of texas at austin","U. Nal. De Col.","norte "
"2015","Texas tech U.","U. Eafit-","cucuta"
"2015","New york U.","U. De caldas","norte "
"2015","U. Of iowa","U. Eafit-","cucuta"
"2015","Westchester medical center","U. De cartagena","norte "
"2015","U. Of maryland - college park","Escuela naval de cadetes almirante padilla","cucuta"
"2015","U. Of pittsburgh - main campus","U. Ces","norte "
"2015","Louisiana state U. And a&m college","U. Eafit-","cucuta"
"2015","Fordham U.","U. Del valle","norte "
"2015","U. Of pittsburgh - main campus","U. Nal. De Col.","cucuta"
"2015","Virginia commonwealth U.","U. Nal. De Col.","norte "
"2015","U. Of california, riverside","U. De nariño","cucuta"
"2015","U. Of massachusetts amherst","U. Pontificia bolivariana","norte "
"2015","U. Of california - davis","U. De los llanos","cucuta"
"2015","The new school","U. Javeriana","norte "
